fecha_de_ocurrencia,estado_del_evento,fecha_de_conclusion,tipo_de_evento,causa_probable,conocido_atendido,autoridad_ambiental,municipio,area_de_incidencia,barrio_vereda_corregimiento,familias_afectadas,viviendas_destruidas,viviendas_averiadas,acueductos_destruidos,vias_afectadas,puentes_obstruidos_afectados,establecimientos_educativos,afectacion_hectareas,epicentro_sismo,magnitud_richter,localizacion_lat_long_profu,heridos,desaparecidos,fallecidos,fecha_de_reporte,alertas,albergues,observaciones
2020-07-15T00:00:00.000,ATENDIDO,2020-07-15T00:00:00.000,VENDAVAL,FUERTES LLUVIAS,CMGRD GUAPOTA,CAS,GUAPOTA,RURAL,AREA RURAL,10,0,10,0,0,0,0,0,N/A,N/A,N/A,0,0,0,2020-07-15T00:00:00.000,N/A,N/A,"El CMGRD reporta vendaval en algunas veredas que causa afectación en techos y caída de árboles, se adelanta el EDAN 10 familias afetadas"
2020-07-21T00:00:00.000,ATENDIDO,2020-07-21T00:00:00.000,SISMO,INDETERMINADO,CMGRD PIEDECUESTA,CDMB,PIEDECUESTA,URBANO Y RURAL,TODA LA JURISDICCION,0,0,0,0,0,0,0,0,PIEDECUESTA,"5,0º",N/A,0,0,0,2020-07-21T00:00:00.000,N/A,N/A,El CMGRD reporta normalidad en el municipio ante el sismo de 5.0 ° con epicentro en esta población
2020-07-22T00:00:00.000,ATENDIDO,2020-07-22T00:00:00.000,SISMO,INDETERMINADO,CMGRD ZAPATOCA,CAS,ZAPATOCA,URBANO Y RURAL,TODA LA JURISDICCION,0,0,0,0,0,0,0,0,ZAPATOCA,"4,8º",N/A,0,0,0,2020-07-22T00:00:00.000,N/A,N/A,El CMGRD reporta normalidad en el municipio ante el sismo de 4.8 ° con epicentro en esta población
2020-07-25T00:00:00.000,ATENDIDO,2020-07-25T00:00:00.000,CRECIENTE SUBITA,INDETERMINADO,CMGRD CHIMA,CAS,CHIMA,RURAL,QUEBRADA LA CHIMERA,0,0,0,0,0,0,0,0,N/A,N/A,N/A,0,0,0,2020-07-25T00:00:00.000,N/A,N/A,"El alcalde municipal reporta creciente de la quebrada la Chimera que causa afectaciones a cultivos, se realiza monitoreo a las viviendas de zonas de riesgo y CENSO"
2020-01-10T00:00:00.000,ATENDIDO,2020-01-10T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,CMGRD DE CHARTA,CDMB,CHARTA,RURAL,VEREDA EL PANTANO,0,0,0,0,0,0,0,2,N/A,N/A,N/A,0,0,0,2020-01-10T00:00:00.000,N/A,N/A,"El CMGRD  reporta la atención de un incendio de un incendio forestal en la vereda el Pantano, se afectaron 2 hectáreas de bosques y pastizales, entendido por la comunidad y funcionarios de la alcaldía"
2020-01-29T00:00:00.000,ATENDIDO,2020-01-29T00:00:00.000,CIERRE DE VIA,INUNDACIONES,CMGRD DE BUCARAMANGA,CDMB,BUCARAMANGA,URBANO,ZONA INDUSTRIAL VIA A CHIMITA,0,0,0,0,1,0,0,0,N/A,N/A,N/A,0,0,0,2020-01-29T00:00:00.000,N/A,N/A,"El CMGRD reporta cierre parcial de la via a la zona industrial por inundaciones en el sector de Saceites. Afectaciones en la calle 45 por caída de rocas, causadas por las lluvias de las últimas horas"
2020-01-12T00:00:00.000,ATENDIDO,2020-01-12T00:00:00.000,ACCIDENTE VEHICULAR,INDETERMINADO,CMGRD DE LA BELLEZ,CAS,LA BELLEZA,RURAL,VIA A BARBOSA SECTOR ALTA MIRA,0,0,0,0,0,0,0,0,N/A,N/A,N/A,20,0,5,2020-01-12T00:00:00.000,N/A,N/A,El alcalde del municipio de la Belleza reporta accidente vehicular de bus escalera en la vía que conduce a Barbosa en el sitio conocido como Alta Mira que deja 5 fallecidos entre ellos dos menores de edad y 20 heridos el rescate lo realizó la policía Nacional y la comunidad
2020-01-12T00:00:00.000,ATENDIDO,2020-01-12T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE MATANZA,CDMB,MATANZA,RURAL,CORREGIMIENTO SANTA CRUZ,0,0,0,0,0,0,0,15,N/A,N/A,N/A,0,0,0,2020-01-12T00:00:00.000,N/A,N/A,"El cuerpo de bomberos de Matanza atiende incendio forestal en el corregimiento Santa Cruz de la Colina el cual amenaza nacimientos de agua y viviendas, se encuentra controlado a la espera de ser liquidado en las primeras horas de la mañana del lunes. Afectación de 10 a 15 hectáreas de bosques aproximadamente"
2020-01-13T00:00:00.000,ATENDIDO,2020-01-14T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE SURATA Y EJERCITO,CDMB,SURATA,RURAL,VEREDA CACHIRI VIA A CERRO TURBAY,0,0,0,0,0,0,0,12,N/A,N/A,N/A,0,0,0,2020-01-13T00:00:00.000,N/A,N/A,"El comandante del Batallón Caldas del Ejercito nacional reporta la atención de un incendio Forestal en la vereda Santa Rosa del municipio de Surata, apoyo de los bomberos voluntarios de Suratá"
2020-01-14T00:00:00.000,ATENDIDO,2020-01-14T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE PIEDECUESTA,CDMB,PIEDECUESTA,RURAL,SECTOR LA CANTERA,0,0,0,0,0,0,0,1.5,N/A,N/A,N/A,0,0,0,2020-01-14T00:00:00.000,N/A,N/A,El comandante de bomberos de Piedecuesta reporta la atención de un incendio forestal en el sector de la cantera que afectó 1.1/2 hectáreas de pastizales y bosques
2020-01-17T00:00:00.000,ATENDIDO,2020-01-17T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,ALCALDE DEL PEÑON,CAS,EL PEÑON,RURAL,VEREDA HONDURAS,0,0,0,0,0,0,0,2,N/A,N/A,N/A,0,0,0,2020-01-17T00:00:00.000,N/A,N/A,"el alcalde municipal reporta atención de incendio forestal en la vereda Honduras, atendido por la comunidad, policía nacional y funcionarios de la alcaldía, se recibe apoyo del cuerpo de bomberos de Vélez. Afectadas 2 hectáreas de bosque nativo"
2020-01-17T00:00:00.000,ATENDIDO,2020-01-17T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE MALAGA,CAS,MALAGA,RURAL,VEREDA CABRERITAS,0,0,0,0,0,0,0,2,N/A,N/A,N/A,0,0,0,2020-01-17T00:00:00.000,N/A,N/A,"El comandante de bomberos de Málaga reporta la liquidación de un incendio forestal en la vereda Cabreritas, se afectaron 2 hectáreas de pastizales y bosques"
2020-01-17T00:00:00.000,ATENDIDO,2020-01-17T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,CMGRD DE GUACA,CAS,GUACA,RURAL,VEREDA CUPAGA,0,0,0,0,0,0,0,3,N/A,N/A,N/A,0,0,0,2020-01-17T00:00:00.000,N/A,N/A,"El CMGRD de Guaca reporta la atención de un incendio en la vereda Cupaga atendido por la defensa civil y comunidad, se afectaron 3 hectáreas de bosques, causas desconocidas"
2020-01-18T00:00:00.000,ATENDIDO,2020-01-18T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE VELEZ,CAS,VELEZ,RURAL,VEREDA LA DOCTRINA,0,0,0,0,0,0,0,2,N/A,N/A,N/A,0,0,0,2020-01-18T00:00:00.000,N/A,N/A,"El cuerpo de bomberos de Velez reporta la atención de dos incendios forestales en la vereda La Docrina, causas desconocidas, se afectaron 2 hectáreas de bosques y pastizales."
2020-01-20T00:00:00.000,ATENDIDO,2020-01-20T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DEL PLAYON,CDMB,EL PLAYON,RURAL,VEREDA QUINALES,0,0,0,0,0,0,0,3,N/A,N/A,N/A,0,0,0,2020-01-20T00:00:00.000,N/A,N/A,"El comandante de bomberos del Playón reporta la atención de un incendio forestal en la vereda Quinales, finca el Porvenir con una afectación de 3 hectáreas de bosques, causas desconocidas."
2020-01-26T00:00:00.000,ATENDIDO,2020-01-26T00:00:00.000,CIERRE DE VIA,DESLIZAMIENTOS,CMGRD DE MATANZA,CDMB,MATANZA,RURAL,VIA A LA PROVINCIA DE SOTO NORTE SECTOR EL TANQUE,0,0,0,0,1,0,0,0,N/A,N/A,N/A,0,0,0,2020-01-26T00:00:00.000,N/A,N/A,El CMGRD de Matanza reporta el cierre de la via a la provincia de Soto Norte por 8 deslizamientos en diferentes sectores del tanque y el Espino. Trabaja maquinaria del municipio en la remoción de los escombros
2020-01-27T00:00:00.000,ATENDIDO,2020-01-29T00:00:00.000,AVENIDA TORRENCIAL,CRECIENTE SUBITA,CMGRD DE FLORIDABLANCA,CDMB,FLORIDABLANCA,URBANO,BARRIOS VILLA PIEDRA DEL SOL Y SANTA COLOMA,130,0,0,1,2,2,1,0,N/A,N/A,N/A,0,0,0,2020-01-27T00:00:00.000,N/A,N/A,El Alcalde Municipal reporta creciente súbita y desbordamiento del rio frio en el sector de los barrio villa Piedra del Sol y Santa Coloma al menos 100 vehiculos afectados. Se adelanta el censo de damnificados 130 apx. Familias afectadas y análisis de necesidades
2020-01-29T00:00:00.000,ATENDIDO,2020-01-29T00:00:00.000,INUNDACIONES,FUERTES LLUVIAS,CMGRD GIRON,CDMB,GIRON,URBANO,BARRIOS SANTA CRUZ Y LA COLINA,2,0,0,0,0,0,0,0,N/A,N/A,N/A,0,0,0,2020-01-29T00:00:00.000,N/A,N/A,"El CMGRD reporta inundaciones en algunos sectores de los barrios Santa Cruz y la colina, se adelantan se realizan las visitas para determinar daños y análisis de necesidades"
2020-02-02T00:00:00.000,ATENDIDO,2020-02-02T00:00:00.000,ACCIDENTE VEHICULAR,INDETERMINADO,POLICIA NACIONAL DE JORDAN,CAS,JORDAN,RURAL,VEREDA EL MORRO,0,0,0,0,0,0,0,0,N/A,N/A,N/A,6,0,3,2020-02-02T00:00:00.000,N/A,N/A,"La policía de Santander reporta accidente vehicular de una camioneta 4x4 en la vereda el Morro del municipio de Jordam que dejo 3 fallecidos y 6 heridos trasladados a San Gil y Jordan, causas por establecer"
2020-02-04T00:00:00.000,ATENDIDO,2020-02-04T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,"ALCALDIA DE SAN ANDRES BOMBEROS DEL CERRITO, DEFENSA CIVIL GUACA",CAS,SAN ANDRES,RURAL,VEREDA SAN PABLO,0,0,0,0,0,0,0,20,N/A,N/A,N/A,0,0,0,2020-02-04T00:00:00.000,N/A,N/A,"El alcalde de San Andrés reporta atención reporta la atención de un incendio forestal en la vereda San Pablo, atienden bomberos de San Andrés, Cerrito, defensa civil de Guaca y comunidad 20 hectáreas  de vegetación de páramo afectadas"
2020-02-04T00:00:00.000,ATENDIDO,2020-02-04T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE TONA,CDMB,TONA,RURAL,VEREDA CARAGUA ALTO,0,0,0,0,0,0,0,10,N/A,N/A,N/A,0,0,0,2020-02-04T00:00:00.000,N/A,N/A,"El cuerpo de bomberos reporta la atención y liquidación de un incendio forestal en la vereda Caragua Alto, afectación de 10 hectáreas de vegetación de paramo"
2020-02-05T00:00:00.000,ATENDIDO,2020-02-05T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE MATANZA,CDMB,MATANZA,RURAL,CORREGIMIENTO SANTA CRUZ,0,0,0,0,0,0,0,10,N/A,N/A,N/A,0,0,0,2020-02-05T00:00:00.000,N/A,N/A,"El cuerpo de bomberos informa de la atención de un incendio forestal en el corregimiento Santa Cruz de la Colina afectación en 10 hectáreas de cultivos de plátano y cítricos, pastizales"
2020-02-05T00:00:00.000,ATENDIDO,2020-02-05T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE VELEZ,CAS,PUENTE NACIONAL,RURAL,VEREDA LIMONCITO,0,0,0,0,0,0,0,2,N/A,N/A,N/A,0,0,0,2020-02-05T00:00:00.000,N/A,N/A,"El comandante de bomberos de Vélez reporta la atención y liquidación de un incendio forestal en la vereda el Limoncito de Puente nacional 2 hectáreas de pastizales y bosques afectada, atendido por bomberos de Velez y Barbosa"
2020-02-05T00:00:00.000,ATENDIDO,2020-02-05T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE RIONEGRO,CDMB,RIONEGRO,RURAL,VEREDA EL BAMBU,0,0,0,0,0,0,0,6,N/A,N/A,N/A,0,0,0,2020-02-05T00:00:00.000,N/A,N/A,El cuerpo de bomberos de Rionegro reporta la atención de un incendio forestal en la vereda el Bambú finca tabacales afectación en 6 hectáreas de porteros y rastrojos
2020-02-05T00:00:00.000,ATENDIDO,2020-02-05T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE PIEDECUESTA,CDMB,PIEDECUESTA,RURAL,SECTOR EL MADROÑO Y GUAYABAL,0,0,0,0,0,0,0,30,N/A,N/A,N/A,0,0,0,2020-02-05T00:00:00.000,N/A,N/A,El comandante del cuerpo de bomberos de Piedecuesta reporta la atención de un incendio forestal en el sector el Madroño y Guayabal  límites con la mesa de los Santos afectadas 30 hectareas de pastizales y pajonales apx.
2020-02-06T00:00:00.000,ATENDIDO,2020-02-06T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE BARBOSA,CAS,SAN BENITO,RURAL,VEREDA HATOS SECTOR SANTA BARBARA,0,0,0,0,0,0,0,5,N/A,N/A,N/A,0,0,0,2020-02-06T00:00:00.000,N/A,N/A,"El cuerpo de bomberos de Barbosa reporta la atención y liquidación de un incendio forestal en el municipio de San Benito vereda Hatos sector Sata Barbara, el cual afecto 5 hectáreas e pastizales y bosques"
2020-02-06T00:00:00.000,ATENDIDO,2020-02-06T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE SAN MIGUEL,CAS,SAN MIGUEL,RURAL,VEREDA EL ARENAL,0,0,0,0,0,0,0,1,N/A,N/A,N/A,0,0,0,2020-02-06T00:00:00.000,N/A,N/A,"El comandante de bomberos de San Miguel reporta la atención de un incendio forestal en la vereda Arenal sector Cañaguate afectando 1 hectárea de pastizales, apoyó policía nacional"
2020-02-06T00:00:00.000,ATENDIDO,2020-02-06T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE RIONEGRO,CDMB,RIONEGRO,RURAL,VEREDA HONDURAS FINCA EL POMARROSO,0,0,0,0,0,0,0,4,N/A,N/A,N/A,0,0,0,2020-02-06T00:00:00.000,N/A,N/A,"El cuerpo de bomberos de Rionegro reporta la atención de un incendio forestal en la vereda el Honduras, finca Pomarroso afectación en 4 hectáreas de porteros y rastrojos"
2020-02-06T00:00:00.000,ATENDIDO,2020-02-06T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE OCAMONTE,CAS,OCAMONTE,RURAL,VEREDA PUENTES,0,0,0,0,0,0,0,2,N/A,N/A,N/A,0,0,0,2020-02-06T00:00:00.000,N/A,N/A,El comandante del cuerpo de bomberos de Ocamonte reporta la atención de un incendio forestal en la vereda Puentes afectando 2 hectáreas de caña de azucar
2020-02-06T00:00:00.000,ATENDIDO,2020-02-06T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DEL PALMAR,CAS,PALMAR,RURAL,VEREDA EL OROCO FINCA LA PEÑITA,0,0,0,0,0,0,0,2,N/A,N/A,N/A,0,0,0,2020-02-06T00:00:00.000,N/A,N/A,El comandante de Bomberos de Palmas reporta la liquidación de un incendio forestal e la vereda Oroco finca la Peñita al parecer por corto circuito afectación de 2 hectáreas de pastizales
2020-02-07T00:00:00.000,ATENDIDO,2020-02-07T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE OIBA,CAS,OIBA,RURAL,FINCA LAS MARGARITAS,0,0,0,0,0,0,0,5,N/A,N/A,N/A,0,0,0,2020-02-07T00:00:00.000,N/A,N/A,El cuerpo de bomberos de Oiba reporta la atención y liquidación de un incendio forestal la finca las Margaritas patrimonio cultural del municipio donde se afectaron 5 hectáreas de bosques y pastizales
2020-02-07T00:00:00.000,ATENDIDO,2020-02-07T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE ARATOCA Y CURITI,CAS,JORDAN,RURAL,VEREDA LOS MORROS,0,0,0,0,0,0,0,2,N/A,N/A,N/A,0,0,0,2020-02-07T00:00:00.000,N/A,N/A,La policía nacional de Aratoca reporta incendio forestal en la  vereda los Morros liquidado por bomberos de Aratoca y Curití afectando 2 hectareas de pastizales
2020-02-07T00:00:00.000,ATENDIDO,2020-02-07T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE PUERTO WILCHES,CAS,PUERTO WILCHES,RURAL,KILOMETRO 16 VIA A BUCARAMANGA,0,0,0,0,0,0,0,1,N/A,N/A,N/A,0,0,0,2020-02-07T00:00:00.000,N/A,N/A,El comandante de bomberos reporta la atención de un incendio forestal en el km 16 via a Bucaramanga afectando 1 hectárea de pastizales
2020-02-07T00:00:00.000,ATENDIDO,2020-02-07T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE PIEDECUESTA,CDMB,PIEDECUESTA,RURAL,SECTOR LA CANTERA,0,0,0,0,0,0,0,2,N/A,N/A,N/A,0,0,0,2020-02-07T00:00:00.000,N/A,N/A,el comandante de Bomberos reporta la atendión de un incendio forestal en el sector de la cantera cerca al barrio Bariloche liquidado con apoyo de la policía nacional y la defensa civil 2 hectáreas de pastizales afectadas
2020-02-08T00:00:00.000,ATENDIDO,2020-02-08T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE OIBA,CAS,OIBA,RURAL,FINCA LA FORTUNA,0,0,0,0,0,0,0,2,N/A,N/A,N/A,0,0,0,2020-02-08T00:00:00.000,N/A,N/A,El cuerpo de bomberos de Oiba reporta la atención y liquidación de un incendio forestal la finca la fortuna en la que se afectaron 2 hectáreas de caña de azúcar y pastizales
2020-02-09T00:00:00.000,ATENDIDO,2020-02-09T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DEL PARAMO,CAS,PARAMO,RURAL,VEREDA EL PALMAR,0,0,0,0,0,0,0,4,N/A,N/A,N/A,0,0,0,2020-02-09T00:00:00.000,N/A,N/A,El cuerpo de bomberos del Páramo reporta la atención y liquidación de un incendio forestal la vereda el Palmar que afectó 4 hectáreas de  bosque de pino.
2020-02-09T00:00:00.000,ATENDIDO,2020-02-09T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,"BOMBEROS, DEFENSA CIVIL POLICIA",CDMB,EL PLAYON,RURAL,VEREDA TRES PORTONES,0,0,0,0,0,0,0,5,N/A,N/A,N/A,0,0,0,2020-02-09T00:00:00.000,N/A,N/A,"El CMGRD del Playón reporta la atención de un incendio forestal en la vereda Tres Portones atendido por bomberos del municipio, defensa civil y policía nacional 5 hectáreas de bosques y pastizales afectados."
2020-02-09T00:00:00.000,ATENDIDO,2020-02-09T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DEL HATO,CAS,EL HATO,RURAL,VEREDA LAS PRIMAVERAS,0,0,0,0,0,0,0,10,N/A,N/A,N/A,0,0,0,2020-02-09T00:00:00.000,N/A,N/A,El alcalde municipal reporta atención de incendio forestal vereda Primaveras atendido por los bomberos del municipio y el ejército nacional afectación de 10 hectáreas de pastizales y bosques.
2020-02-10T00:00:00.000,ATENDIDO,2020-02-10T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE PUERTO WILCHES,CAS,PUERTO WILCHES,RURAL,KM 16 VIA  A BUCARAMANGA,0,0,0,0,0,0,0,1,N/A,N/A,N/A,0,0,0,2020-02-10T00:00:00.000,N/A,N/A,El comandante de bomberos reporta la atención y liquidación de un incendio forestal en el km 16 vía a Bucaramanga finca el Manatí 1 hectárea de pastizales y bosques afectada
2020-02-10T00:00:00.000,ATENDIDO,2020-02-10T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE BARBOSA,CAS,BARBOSA,RURAL,VEREDA PALMA ALTA,0,0,0,0,0,0,0,1,N/A,N/A,N/A,0,0,0,2020-02-10T00:00:00.000,N/A,N/A,El comandante de bomberos reporta la atención de un incendio forestal en la vereda Palma Alta sector Verduguitos 1 hectárea afectada de bosques afectada
2020-02-10T00:00:00.000,ATENDIDO,2020-02-10T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE MOLAGAVITA,CAS,MOLAGAVITA,RURAL,VEREDA EL NARANJO,0,0,0,0,0,0,0,10,N/A,N/A,N/A,0,0,0,2020-02-10T00:00:00.000,N/A,N/A,La comandante de bomberos  de Molagavita reporta incendio forestal en la vereda el Naranjo sector alto de la Carbonera afectación de 10 hectareas de bosques y pastizales  Apoya bomberos de Maálaga
2020-02-10T00:00:00.000,ATENDIDO,2020-02-10T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,CMGRD DE CHIMA BOMBEROS DE CONTRATACION,CAS,CHIMA,RURAL,VEREDA SAN ANTONIO,0,0,0,0,0,0,0,1,N/A,N/A,N/A,0,0,0,2020-02-10T00:00:00.000,N/A,N/A,"El CMGRD reporta incendio forestal en la vereda San Antonio en la serranía de los Yariguies,  una hectarea de bosques afectadaAtienden bomberos de Contratación, policía nacional de Chima y comunidad"
2020-02-11T00:00:00.000,ATENDIDO,2020-02-11T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,CMGRD EL PLAYON,CDMB,EL PLAYON,RURAL,VEREDA VEGAS DE BETANIA,0,0,0,0,0,0,0,5,N/A,N/A,N/A,0,0,0,2020-02-11T00:00:00.000,N/A,N/A,"El CMGRD del Playón reporta atención de incendio forestal en la vereda Vegas de Betania atendido por Bomberos del Playón con apoyo de le defensa civil y pilicia nacional, causas desconocidas afectacion de cinco hectáreas de vegetacion navita de bosques"
2020-02-11T00:00:00.000,ATENDIDO,2020-02-11T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE TONA,CDMB,TONA,RURAL,VEREDA CARAGUA ALTO,0,0,0,0,0,0,0,3,N/A,N/A,N/A,0,0,0,2020-02-11T00:00:00.000,N/A,N/A,"EL comandante de bomberos de Tona reporta la atención de un incendio forestal en la vereda Caragua Alto, apoyados por la policía nacional s presume quema controlada, afectación de 03 hectáreas de pastizales y bosques"
2020-02-12T00:00:00.000,ATENDIDO,2020-02-12T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE PIEDECUESTA,CDMB,PIEDECUESTA,RURAL,VEREDA LOS GUAYABALES,0,0,0,0,0,0,0,10,N/A,N/A,N/A,0,0,0,2020-02-12T00:00:00.000,N/A,N/A,"La comandante de bomberos atención de incendio forestal en el sector los Guayabales cerca vía a la Mesa de los Santos, este afectó cerca de 10 hectáreas de pastizales"
2020-02-12T00:00:00.000,ATENDIDO,2020-02-12T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE RIONEGRO,CDMB,RIONEGRO,RURAL,VEREDA EL DIAMANTE,0,0,0,0,0,0,0,4,N/A,N/A,N/A,0,0,0,2020-02-12T00:00:00.000,N/A,N/A,"El comandante de bomberos reporta incendio forestal en la vereda el Diamante atienden 2 maquinas y 10 unidades de bomberos, afectación de 5 hectáreas e bosques"
2020-02-12T00:00:00.000,ATENDIDO,2020-02-12T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DEL PLAYON,CDMB,EL PLAYON,RURAL,VEREDA GUARUMALES,0,0,0,0,0,0,0,5,N/A,N/A,N/A,0,0,0,2020-02-12T00:00:00.000,N/A,N/A,"El CMGR reporta incendio forestal en la vereda Guarumales atendido por la defensa civil y los bomberos del Playón, afectación de 5 hectáreas de pastizales y potreros"
2020-02-12T00:00:00.000,ATENDIDO,2020-02-12T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE ENCISO,CAS,SAN JOSE DE MIRANDA,RURAL,VEREDA CUTALIGUA,0,0,0,0,0,0,0,1,N/A,N/A,N/A,0,0,0,2020-02-12T00:00:00.000,N/A,N/A,El comandante de bomberos de Enciso reporta atención de incendio forestal en la vereda Cutaligua que afectó una hectárea de pastizales
2020-02-13T00:00:00.000,ATENDIDO,2020-02-13T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,ALCALDE DE SAN ANDRES,CAS,SAN ANDRES,RURAL,VEREDA CARABALI,0,0,0,0,0,0,0,20,N/A,N/A,N/A,0,0,0,2020-02-13T00:00:00.000,N/A,N/A,El alcalde municipal reporta incendio forestal en la vereda Carabalí atendido por bomberos del municipal. Policía nacional y comunidad afectación de 20 hectáreas de pastizales y bosques. Causas desconocidas
2020-02-13T00:00:00.000,ATENDIDO,2020-02-13T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE BARICHARA,CAS,BARICHARA,RURAL,VEREDA SAN JOSE,0,0,0,0,0,0,0,5,N/A,N/A,N/A,0,0,0,2020-02-13T00:00:00.000,N/A,N/A,"El comandante de bomberos reporta incendio forestal en la vereda San José Alto atendido por bomberos de Barichara apoyado por bomberos de Villa Nueva y San gil, policía nacional y comunidad 5 hectáreas afectadas"
2020-02-13T00:00:00.000,ATENDIDO,2020-02-13T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE CURITI,CAS,CURITI,RURAL,SECTOR LA Y VIA A SAN GIL,0,0,0,0,0,0,0,2,N/A,N/A,N/A,1,0,0,2020-02-13T00:00:00.000,N/A,N/A,"El comandante de bomberos reporta la atención de un incendio forestal causado por caída de cuerda eléctrica, se presenta un lesionado remitido al hospital de Curití, apoyan bomberos de Aratoca 2 hectáreas afectadas"
2020-02-13T00:00:00.000,ATENDIDO,2020-02-13T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE RIONEGRO,CDMB,RIONEGRO,RURAL,VEREDA LLANO DE POPAS CORREGIMIENTO LLANO DE PALMAS,0,0,0,0,0,0,0,4,N/A,N/A,N/A,0,0,0,2020-02-13T00:00:00.000,N/A,N/A,El comandante de bomberos reporta la atención de un incendio forestal en la vereda Llano de Popas del corregimiento Llano de Palmas afectación de 4 hectáreas de bosques y pastizales
2020-02-13T00:00:00.000,ATENDIDO,2020-02-13T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE OCAMONTE,CAS,OCAMONTE,RURAL,VEREDA EL ALTILLO,0,0,0,0,0,0,0,1,N/A,N/A,N/A,0,0,0,2020-02-13T00:00:00.000,N/A,N/A,El comandante de bomberos de Ocamonte reporta la liquidación de un incendio forestal en la vereda el Altillo apoyo de la comunidad y policía 01 hectárea afectada de potreros y bosques
2020-02-13T00:00:00.000,ATENDIDO,2020-02-13T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,BOMBEROS DE CERRITO,CAS,CERRITO,RURAL,VEREDA BOYAGA,0,0,0,0,0,0,0,50,N/A,N/A,N/A,0,0,0,2020-02-13T00:00:00.000,N/A,N/A,"El comandante de bomberos reporta atención de incendio forestal en la vereda Boyagá límites con el municipio de Chitagá Norte de Santander, se calcula que se afectaron unas 50 hectáreas de vegetación nativa de páramo"
2020-02-13T00:00:00.000,ATENDIDO,2020-02-13T00:00:00.000,INCENDIO FORESTAL,INDETERMINADO,ALCALDE EL CARMEN DE CHUCURI,CAS,EL CARMEN DE CHUCURI,RURAL,VEREDA HONDURAS,0,0,0,0,0,0,0,4,N/A,N/A,N/A,0,0,0,2020-02-13T00:00:00.000,N/A,N/A,"El alcalde municipal reporta incendio forestal en la vereda Honduras Alto, atienden bomberos voluntarios del Carmen 4 hectáreas de pastizales y bosqque nativo afectado"
