fecha_de_ocurrencia,estado_del_evento,fecha_de_conclusion,tipo_de_evento,causa_probable,conocido_atendido,autoridad_ambiental,municipio,area_de_incidencia,barrio_vereda_corregimiento,familias_afectadas,viviendas_destruidas,viviendas_averiadas,acueductos_destruidos,vias_afectadas,puentes_obstruidos_afectados,establecimientos_educativos,afectacion_hectareas,epicentro_sismo,magnitud_richter,localizacion_lat_long_profu,heridos,desaparecidos,fallecidos,fecha_de_reporte,alertas,albergues,observaciones
2022-04-23T00:00:00.000,ATENDIDO,2022-04-23T00:00:00.000,INUNDACIONES,CRECIENTE SUBITA,CMGRD RIONEGRO,CDMB,RIONEGRO,RURAL,9 CORREGIMIENTOS CUESTA RICA Y OTROS,547,0,150,0,9,2,2,0,N/A,N/A,N/A,0,0,0,2022-04-23T00:00:00.000,N/A,N/A,"El CMGRD reporta desbordamiento del rio Lebrija en sectores como corregimientos Cuesta Rica, Galápagos, Misiguay, Llano de Palmas, Villa Paz, La Seiba, La Tigra, san Rafael, Papayal, •	300 familias damnificadas apx. •	2500 familias afectadas por afectación en vías y perdidas de cultivos, ganados y cultivos de pescado •	Perdida de cultivos de palma, plátano, yuca, aguacate, pastizales ATIENDE: bomberos voluntarios PONALSAR, Ejercito de Colombia y  Consejo Municipal de Gestión del Riesgo, se adelantan los EDAN (Evaluación de Daños y Análisis de Necesidades)"
2022-04-23T00:00:00.000,ATENDIDO,2022-04-23T00:00:00.000,INUNDACIONES,CRECIENTE SUBITA,CMGRD LEBRIJA,CAS,LEBRIJA,RURAL,SECTOR VANEGAS Y CONCHAL,20,0,20,0,1,0,0,0,N/A,N/A,N/A,0,0,0,2022-04-23T00:00:00.000,N/A,N/A,"El CMGRD reporta desbordamiento del rio Lebrija en las Veredas Conchal  y Vanegas •	20 familias damnificadas por perdida de muebles y enceres por la inundación •	Perdida de cultivos de palma, plátano, yuca, afectación a pescadores y productores piscícolas, ATIENDE: C.M.G.R.D bomberos de Lebrija  y comunidad."
2022-04-23T00:00:00.000,ATENDIDO,2022-04-23T00:00:00.000,MOVIMIENTO EN MASA,DESLIZAMIENTOS,CMGRD SAN VICENTE DE CHUCURI,CAS,SAN VICENTE,RURAL,VIA ENTRE BUCARAMANGA Y SAN VICENTE SECT. EL TABLAZO,0,0,0,0,1,0,0,0,N/A,N/A,N/A,0,0,0,2022-04-23T00:00:00.000,N/A,N/A,"El CMGRD reporta movimiento en masa por falla geológica en la vía entre Bucaramanga y el municipio en el sector el Tablazo cerca el puente la Molinilla, hay paso restringido y en riesgo de quedar totalmente incomunicados."
2022-04-25T00:00:00.000,ATENDIDO,2022-04-25T00:00:00.000,INUNDACIONES,CRECIENTE SUBITA,CMGRD PUERTO PARRA,CAS,PUERTO PARRA,RURAL,VIA HACIA EL CORREGIMIENTO CAMPO CAPOTE,0,0,0,0,1,0,1,0,N/A,N/A,N/A,0,0,0,2022-04-25T00:00:00.000,N/A,N/A,"El CMGRD reporta Desbordamiento quebrada Puente Roto inundación del colegio Alfonso Lopez en el corregimiento Campo Capote, afectación en un puente sobre la quebrada Puente Roto, afectación en cultivos de yuca, platano y pastos, atiende el CMGRD quienes adelantan los EDAN"
2022-04-25T00:00:00.000,ATENDIDO,2022-04-25T00:00:00.000,INUNDACIONES,FUERTES LLUVIAS,BOMBEROS DE ZAPATOCA,CAS,ZAPATOCA,URBANO,CALLE 10 CON CARRERA 15,8,0,8,0,1,0,0,0,N/A,N/A,N/A,0,0,0,2022-04-25T00:00:00.000,N/A,N/A,"EL Comandante de bomberos reporta fuertes lluvias y colapso de alcantarillados, Afectación en box culver, caída de rocas y movimientos en masa en la vía entre Girón y Zapatoca, Calle 10 con carrera 15 por colapso del alcantarillado, atiende bomberos y CMGRD"
2022-04-25T00:00:00.000,ATENDIDO,2022-04-25T00:00:00.000,INUNDACIONES,CRECIENTE SUBITA,CMGRD CIMITARRA,CAS,CIMITARRA,RURAL,CORREGIMIENTO PUERTO ARAUJO Y VEREDA EL VALIENTE,224,0,16,0,0,0,0,0,N/A,N/A,N/A,0,0,0,2022-04-25T00:00:00.000,N/A,N/A,"El CMGRD reporta Desbordamiento rio Carare y rio Guayabito corregimiento Puerto Araujo, barrio los Pinos del casco urbano de Cimitarra y veredas Guayabito bajo, el Rodeo, Guayacanes y Palmas del Guayabito, 350 familias afectadas por las inundaciones en Puerto Araujo y 20 en el barrio los Pinos el CMGR realiza los EDAN"
2022-04-26T00:00:00.000,ATENDIDO,2022-04-26T00:00:00.000,INUNDACIONES,CRECIENTE SUBITA,CMGRD PUERTO WILCHES,CAS,PUERTO WILCHES,RURAL,SECTOR VUELTA PERICO,0,0,0,0,0,0,0,0,N/A,N/A,N/A,0,0,0,2022-04-26T00:00:00.000,N/A,N/A,"El CMGRD reporta nuevo rompimiento del dique de protección en el sector Vuelta Perico, inmediatamente se movilizó maquinaria, bolsas big bag y personal operativo para realizar el cierre"
2022-04-28T00:00:00.000,ATENDIDO,2022-04-28T00:00:00.000,CRECIENTE SUBITA,FUERTES LLUVIAS,BOMBEROS DE PIEDECUESTA,CDMB,PIEDECUESTA,URBANO,BARRIO LA COLINA RIO DE ORO,0,0,0,0,0,0,0,0,N/A,N/A,N/A,0,0,0,2022-04-28T00:00:00.000,N/A,N/A,"El comandante de bomberos reporta el rescate con vida de 4 personas que se encontraban en paseo en el rio de Oro, en el sector barrio la Colina, apoyados con PONALSAR realizaron el rescate a sitio seguro y apoyo psicosocial"
2022-04-28T00:00:00.000,ATENDIDO,2022-04-28T00:00:00.000,MOVIMIENTO EN MASA,DESLIZAMIENTOS,CMGRD CIMITARRA,CAS,CIMITARRA,RURAL,VEREDA ALTA MIRA,0,0,0,0,1,1,0,0,N/A,N/A,N/A,0,0,0,2022-04-28T00:00:00.000,N/A,N/A,"El CMGRD reporta la caída de un puente en la vereda Altamira, así como fenómeno de remoción en masa, en la vereda la Jota, se realizan las vsitas técnicas y EDAN por el CMGRD"
2022-05-01T00:00:00.000,ATENDIDO,2022-05-01T00:00:00.000,CRECIENTE SUBITA,FUERTES LLUVIAS,CMGRD SANTA BARBARA,CAS,SANTA BARBARA,URBANO,BARRIO SAN JORGE,50,0,2,0,0,0,0,0,N/A,N/A,N/A,0,0,0,2022-05-01T00:00:00.000,N/A,N/A,"La alcaldesa municipal reporta que un nacimiento de agua para abastecer acueductos se desborda y cambia el rumbo de su cauce, dos familias damnificadas y pérdida de muebles y enceres, 50 familias se evacuaron a zona segura, atendido por la policía nacional. Ejército y CMGRD"
2022-05-10T00:00:00.000,ATENDIDO,2022-05-10T00:00:00.000,CRECIENTE SUBITA,FUERTES LLUVIAS,CMGRD CHARTA,CDMB,CHARTA,RURAL,"SECTOR LA PLAYA, RIO CHARTA",56,2,2,0,2,1,0,0,N/A,N/A,N/A,0,0,0,2022-05-10T00:00:00.000,N/A,N/A,"El CMGRD reporta la creciente súbita del rio Charta hace que colapse el puente que comunica con el municipio de Matanza. Incomunicados los municipios de Matanza, Suratá y California,2 viviendas destruidas en el sector la playa (ubicada junto al puente) 4 familias damnificadas. Afectación en la vía secundaria que comunica con la provincia de Soto Norte."
2022-05-10T00:00:00.000,ATENDIDO,2022-05-10T00:00:00.000,CRECIENTE SUBITA,FUERTES LLUVIAS,CMGRD DE TONA,CDMB,TONA,URBANO Y RURAL,VEREDA EL GRAMAL Y BARRIO LA VICTORIA,100,0,25,0,1,2,1,0,N/A,N/A,N/A,0,0,0,2022-05-10T00:00:00.000,N/A,N/A,"El CMGRD reporta Las fuertes lluvias de las últimas horas causan la creciente súbita del rio Tona que cruza al municipio, se activó el CMGRD. Evacuadas 11 viviendas del asentamiento la Victoria Afectación de un establecimiento comercial (balneario los Lobos), Afectación en la vía secundaria que comunica con la provincia de Soto Norte"
2022-05-11T00:00:00.000,ATENDIDO,2022-05-11T00:00:00.000,CRECIENTE SUBITA,FUERTES LLUVIAS,CMGRD EL CARMEN DE CHUCURI,CAS,EL CARMEN DE CHUCURI,N/A,VEREDA LA VICTORIA,35,1,10,0,6,3,0,0,N/A,N/A,N/A,0,1,0,2022-05-11T00:00:00.000,N/A,N/A,"El alcalde municipal reporta, creciente súbita del rio Cascajales, rio Honduras y rio Bermelano.3 puentes afectados El municipio se encuentra incomunicado con san Vicente por deslizamientos y caída de árboles.14 veredas incomunicadas por deslizamientos y afectación en puentes vehiculares y peatonales. Atiende CMGRD quienes realizan la Evaluación de daños y Análisis de Necesidades nombre del desaparecido LUIS EDUARDO FIGUEROA 67 AÑOS"
2022-05-11T00:00:00.000,ATENDIDO,2022-05-11T00:00:00.000,DESLIZAMIENTOS,CAIDA DE ROCAS,BOMBEROS DE PIEDECUESTA,CDMB,PIEDECUESTA,RURAL,VEREDA MESITAS DE SAN JAVIER,1,1,0,0,0,0,0,0,N/A,N/A,N/A,0,0,2,2022-05-11T00:00:00.000,N/A,N/A,"La policía nacional reporta, una vivienda afectada por la caída de una gran roca que la impacta por la parte superior, dos menores de nacionalidad venezolana, se encontraban en la habitación, una de ellas fallece en el sitio, la otra menor evacuada con lesiones Fallecida: Dailyn Alondra Altuve Fernández 11 años nacionalidad Venezolana. fallecida: Estefany Daylin Altuve Fernandez 13 años, nacionalidad Venezolana ATENDIDO POR: policía nacional de la mesa, apoyo bomberos voluntarios de Piedecuesta y PONALSAR."
2022-05-12T00:00:00.000,ATENDIDO,2022-05-12T00:00:00.000,DESLIZAMIENTOS,FUERTES LLUVIAS,CMGRD DE SAN MIGUEL,CAS,SAN MIGUEL,RURAL,VEREDA LA MIEL,0,0,0,0,4,2,0,0,N/A,N/A,N/A,0,0,0,2022-05-12T00:00:00.000,N/A,N/A,"El CMGRD reporta deslizamientos en las vías de 4 veredas, creciente súbita de la quebrada la Miel causa afectaciones a 2 puentes peatonales, se adelantan los EDAN atiende bomberos voluntarios y policía nacional"
2022-05-14T00:00:00.000,ATENDIDO,2022-05-14T00:00:00.000,INUNDACIONES,FUERTES LLUVIAS,CMGRD BARRANCABERMEJA,CAS,BARRANCABERMEJA,URBANO,ASENTAMIENTO LA BENDICION DE DIOS,10,0,10,0,0,0,0,0,N/A,N/A,N/A,0,0,0,2022-05-14T00:00:00.000,N/A,N/A,"El CMGRD reporta deslizamientos e inundaciones en el asentamiento la bendición de Dios a causa de las fuertes lluvias y colapso del alcantarillado, se adelantan los EDAN"
2022-05-14T00:00:00.000,ATENDIDO,2022-05-14T00:00:00.000,DESLIZAMIENTOS,FUERTES LLUVIAS,CMGRD DE VELEZ,CAS,VELEZ,RURAL,"VEREDAS ALTA MIRA, LAS PALMAS, SAN VICENTE",8,0,8,0,3,4,0,0,N/A,N/A,N/A,0,0,0,2022-05-14T00:00:00.000,N/A,N/A,"El CMGRD reporta fuertes lluvias, deslizamientos, inundaciones 8 Viviendas afectadas, 3 veredas incomunicadas, Altamira, San Vicente, las Palmas, 12 deslizamientos en diferentes veredas, 4 puentes afectados, ATIENDE: bomberos, defensa civil y CMGRD se adelanta la Evaluación de daños y análisis de necesidades."
2022-05-18T00:00:00.000,ATENDIDO,2022-05-18T00:00:00.000,AVENIDA TORRENCIAL,FUERTES LLUVIAS,CMGRD EL CARMEN DE CHUCURI,CAS,EL CARMEN DE CHUCURI,RURAL,VEREDA NUEVA GRANADA,15,1,5,0,3,3,1,0,N/A,N/A,N/A,0,0,2,2022-05-18T00:00:00.000,N/A,N/A,"EL CMGRD reporta: las fuertes lluvias generaron avenida torrencial en el Rio Negro, además un deslizamiento en la vereda Nueva Granada deja una casa sepultada con dos personas adentro, Reinaldo Pedraza Gamboa de 52 años y su esposa Miriam Vásquez Uribe de 42 años, fallecidos y sus cuerpos recuperados hacia el mediodía, otras afectaciones: cierre de la vía hacia el corregimiento Centenario, Puente en el sector la habana afectado. Afectación en viviendas y cultivos. Atiende CMGRD defensa civil y bomberos"
2022-05-18T00:00:00.000,ATENDIDO,2022-05-18T00:00:00.000,DESBORDAMIENTO,CRECIENTE SUBITA,CMGRD SIMACOTA,CAS,SIMACOTA,RURAL,BAJO SIMACOTA,22,0,10,0,4,0,0,0,N/A,N/A,N/A,0,0,0,2022-05-18T00:00:00.000,N/A,N/A,"El CMGRD reporta El desbordamiento del rio Opón en la vía nacional troncal del Magdalena en sectores del bajo Simacota y vereda la Honda, causa paso restringido en el km 98 puente en el sector Puerto nuevo. Varias viviendas y establecimientos comerciales del sector inundadas, Perdida de cultivos de yuca, plátano y cítricos. Vías rurales afectadas por deslizamientos en particular en las veredas la Honda, el Diviso, La Colorada, atiende el CMGRD."
2022-05-19T00:00:00.000,ATENDIDO,2022-05-19T00:00:00.000,CRECIENTE SUBITA,FUERTES LLUVIAS,CMGRD DE CHARALA,CAS,CHARALA,RURAL,VEREDA VAHONDO,2,0,0,0,0,0,0,0,N/A,N/A,N/A,0,0,2,2022-05-19T00:00:00.000,N/A,N/A,"El CMGRD reporta creciente súbita del rio Ture, 2 menores de Edad desaparecidos en el Puente sector Vahondo Río Ture, (afluente del Río fonce), se activan los organismos de socorro en la búsqueda, bomberos, defensa civil, policía nacional y comunidad, nombres de los desaparecidos Ivan camilo Merchán Díaz 14 años y Fabián Camilo Farit Díaz 14 años"
2022-05-19T00:00:00.000,ATENDIDO,2022-05-19T00:00:00.000,DESBORDAMIENTO,CRECIENTE SUBITA,CMGRD DE ONZAGA,CAS,ONZAGA,RURAL,QUEBRADA SANTA CLARA,0,0,0,0,1,1,0,0,N/A,N/A,N/A,0,0,0,2022-05-19T00:00:00.000,N/A,N/A,El CMGRD reporta nuevo desbordamiento de la quebrada santa Clara que afecta el puente que comunica al municipio de Onzaga con San Joaquin. Se moviliza maquinaria amarilla
2022-05-23T00:00:00.000,ATENDIDO,2022-05-23T00:00:00.000,DESLIZAMIENTOS,FUERTES LLUVIAS,CMGRD DE BOLIVAR,CAS,BOLIVAR,RURAL,VEREDA BAJO PALMAS Y EL PAVO,20,2,10,0,0,0,0,0,N/A,N/A,N/A,6,0,0,2022-05-23T00:00:00.000,N/A,N/A,"El CMGRD reporta, las fuertes lluvias generaron el colapso del alcantarillado en algunas zonas del casco urbano, además se presentan deslizamientos en varias veredas: Vereda el Payo, vereda  Bajo Palmas y casco urbano, varias viviendas evacuadas, algunas inundadas, se realiza la Evaluación de Daños y Análisis de Necesidades, se reporta  el CMGRD que 6 personas lesionadas por colapso de su vivienda vereda Bajo Palmas las cuales fueron remitidas a centros asistenciales del municipio 1.Marlene Galeano Gonzalez, 14 años, 2.	Marilu González vargas Edad 39 años, 3.	Yemi Liliana Galeano gonzales 12 años, 4.	Jairo Galeano gonzalez, 21 años, 5.	Luis albeiro Galeano gonzalez 18 años 6.	Carol mishell plata Galeano 4 años"
2022-05-25T00:00:00.000,ATENDIDO,2022-05-25T00:00:00.000,INUNDACIONES,FUERTES LLUVIAS,CMGRD DE GUACA,CAS,GUACA,URBA,BARRIO EL CENTRO Y VIA NACIONAL,10,0,10,0,1,1,0,0,N/A,N/A,N/A,0,0,0,2022-05-25T00:00:00.000,N/A,N/A,"El CMGRD reporta, las fuertes lluvias generaron el colapso del alcantarillado en algunas zonas del casco urbano, causa inundaciones de viviendas, caída de árboles, un puente peatonal afectado y varias vías rurales afectadas por deslizamientos, se adelantan los EDAN"
2022-05-25T00:00:00.000,ATENDIDO,2022-05-25T00:00:00.000,AVENIDA TORRENCIAL,FUERTES LLUVIAS,CMGRD SANTA BARBARA,CAS,SANTA BARBARA,RURAL,VIA NACIONAL LOS CUROS - MALAGA,0,0,0,0,1,2,0,0,N/A,N/A,N/A,0,0,0,2022-05-25T00:00:00.000,N/A,N/A,"El CMGRD reporta creciente súbita de las quebradas la Judía y el Canelo, causando pérdida total de la banca en la vía Los Curos – Málaga, perdida de puentes y afectación a algunos vehículos, se coordina la respuesta a la emergencia con el INVIAS, la via se encuentra cerrada en su totalidad"
2022-05-31T00:00:00.000,ATENDIDO,2022-05-31T00:00:00.000,DESLIZAMIENTOS,FUERTES LLUVIAS,CMGRD ENCISO,CAS,ENCISO,RURAL,VIA ENTRE ENCISO Y CARCASI BRADA CARRIZAL,0,0,0,0,1,0,0,0,N/A,N/A,N/A,0,0,0,31/06/2022,N/A,N/A,"El CMGRD reporta deslizamientos y colapso de alcantarillas en la vía entre Enciso y Carcasí, en el sector de la quebrada Carrizal, afectando la comunidad del municipio de Carcasí, el cual esta incomunicado"
2022-06-02T00:00:00.000,ATENDIDO,2022-06-02T00:00:00.000,INUNDACIONES,CRECIENTE SUBITA,CMGRD DE RIONEGRO,CDMB,RIONEGRO,RURAL,"CORREGIMIENTOS PAPAYAL, SAN RAFAEL",100,0,100,0,1,0,0,0,N/A,N/A,N/A,0,0,0,2022-06-02T00:00:00.000,N/A,N/A,"El CMGRD reporta inundaciones en los corregimientos de Papayal y San Rafael de Lebrija,  por desbordamiento del rio Lebrija, se coordina apoyo de maquinaria amarilla para contener el rompimiento del jarillon"
2022-06-02T00:00:00.000,ATENDIDO,2022-06-02T00:00:00.000,INUNDACIONES,CRECIENTE SUBITA,CMGRD SABANA DE TORRES,CAS,SABANA DE TORRES,RURAL,CORREGIMINTO PROVINCIA,20,0,20,0,1,0,0,0,N/A,N/A,N/A,0,0,0,2022-06-02T00:00:00.000,N/A,N/A,"El CMGRD reporta desbordamiento de la quebrada Bocas de la Tigra, en el corregimiento de Provincia,afectando pastizales y cultivos de cítricos, yuca y plátano, se adelantan los EDAN"
2022-06-13T00:00:00.000,ATENDIDO,2022-06-13T00:00:00.000,AVENIDA TORRENCIAL,FUERTES LLUVIAS,CMGRD DE BUCARAMANGA,CDMB,BUCARAMANGA,URBANO,"barrios San Martin, barrio Galán, barrio Colombia, Gallineral, 5 de Enero",180,0,180,0,1,1,0,0,N/A,N/A,N/A,0,0,0,2022-06-13T00:00:00.000,N/A,N/A,"el CMGRD reporta tormentas eléctricas, desbordamiento de cañadas e inundaciones la mayor afectación se presentó en el barrio San Martin por el desbordamiento de la quebrada la Iglesia más de 100 viviendas afectadas por inundaciones, caída de ramas y árboles sobre las cubiertas de sus casas, vehículos y motocicletas arrastrados en la calles a causa del rebose de alcantarillados CMGRD bomberos oficiales, PONALSAR, defensa civil y adelanta la Evaluación de daños y análisis de necesidades EDAN"
2022-06-13T00:00:00.000,ATENDIDO,2022-06-13T00:00:00.000,INUNDACIONES,FUERTES LLUVIAS,CMGRD DE GIRON,CDMB,GIRON,URBANO,asentamiento Convivir y Altos de Andina,25,0,25,0,0,0,0,0,N/A,N/A,N/A,0,0,0,2022-06-13T00:00:00.000,N/A,N/A,"el CMGRD reporta creciente súbita quebrada Chimitá, rio frío varias viviendas afectadas por lodos y material de arrastre bomberos voluntarios de Floridablanca, defensa civil y CMGRD adelanta la Evaluación de daños y análisis de necesidades mas de 20 viviendas afectadas por las inundaciones"
2022-06-14T00:00:00.000,ATENDIDO,2022-06-14T00:00:00.000,GRANIZADA,FUERTES LLUVIAS,CMGRD OCAMONTE,CAS,OCAMONTE,URBANO,"veredas las Flores, Monchia y Agua Fría",10,0,10,0,0,0,0,0,N/A,N/A,N/A,0,0,0,2022-06-14T00:00:00.000,N/A,N/A,"el CMGRD reporta fuertes lluvias y granizada, afectación en cultivos de café, platano y caña de azúcar así como algunas viviendas afectadas en sus techos y cubiertas, ATIENDE: CMGRD bomberos voluntarios y comunidad, quienes realizan la EDAN mas de 10 familias afectadas"
2022-06-16T00:00:00.000,ATENDIDO,2022-06-16T00:00:00.000,CRECIENTE SUBITA,FUERTES LLUVIAS,BOMBEROS DE BARRANCABERMEJA,CAS,BARRANCABERMEJA,RURAL,VEREDA POZO NUTRIA,0,0,0,0,0,0,0,0,N/A,N/A,N/A,0,0,1,2022-06-16T00:00:00.000,N/A,N/A,"el CMGRD de San Vicente reporta Creciente súbita quebrada Las Margaritas Un vehículo fue arrastrados por las aguas, en el que se trasportaban varias personas, entre ellas un sacerdote quien fue hallado minutos después sin signos vitales DATOS: Juan José Cárdenas Ortiz de 64 años de edad"
2022-06-22T00:00:00.000,ATENDIDO,2022-06-22T00:00:00.000,AVENIDA TORRENCIAL,FUERTES LLUVIAS,CMGRD DE SAN ANDRES,CAS,SAN ANDRES,URBANO,QUEBRADA LA LLORONA,70,0,25,1,2,0,0,0,N/A,N/A,N/A,0,0,0,2022-06-22T00:00:00.000,N/A,N/A,"el CMGRD reporta creciente subita de la quebrada la  Llorona, la cual se desbordó en la parte alta del municipio saliendo a las calles 12 y 13 y afectcó varias viviendas donde se perdieron muebles y enceres, se adelantan los EDAN, no se reportan desaparecidos ni lesionados."
2022-06-25T00:00:00.000,ATENDIDO,2022-06-25T00:00:00.000,CRECIENTE SUBITA,FUERTES LLUVIAS,CMGRD BARRANCABERMEJA,CAS,BARRANCABERMEJA,URBANO,QUEBRADA LAS CAMELIAS BARRIO LA FERIA,0,0,0,0,0,0,0,0,N/A,N/A,N/A,0,0,1,2022-06-25T00:00:00.000,N/A,N/A,"eL CMGRD reporta un menor de 11 años que se encontraba jugando cerca a la quebrada las Camelias cayó de forma accidental, Este fue arrastrado por la creciente súbita, inmediatamente se inicia la búsqueda por organismos de socorro y comunidad. El cuerpo fue hallado en la Ciénaga Miramar, lamentablemente fallecido DATOS: ANDRES SANTIAGO COBOS SERNA  de 12 Años"
2022-06-25T00:00:00.000,ATENDIDO,2022-06-25T00:00:00.000,DESLIZAMIENTOS,FUERTES LLUVIAS,CMGRD DE FLORIDABLANCA,CDMB,FLORDABLANCA,RURAL,Vereda Alsacia cerca a la quebrada la Carbona,0,0,0,0,1,0,0,0,N/A,N/A,N/A,0,0,0,2022-06-25T00:00:00.000,N/A,N/A,"eL CMGRD reporta fenómeno de remoción en masa •	Una motocicleta que transitaba en el sector quedó atrapada, no se reportaron personas lesionadas ni desaparecidas •	3 veredas incomunicadas: Alsacia, Malabar, Monte Fiori, CMGRD bomberos voluntarios el municipio de Floridablanca dispuso de maquinaria amarilla para habilitar el paso y evitar represamiento de la quebrada la carbona"
2022-06-26T00:00:00.000,ATENDIDO,2022-06-26T00:00:00.000,DESLIZAMIENTOS,CRECIENTE SUBITA,CMGRD DE ONZAGA,CAS,ONZAGA,RURAL,VIA NACIONAL ONZAGA SAN JOAQUIN,0,0,0,0,1,1,0,0,N/A,N/A,N/A,0,0,0,2022-06-26T00:00:00.000,N/A,N/A,"eL CMGRD reporta deslizamientos y creciente súbita quebrada Santa la Leona por fenómeno de remoción en masa en  la vereda Santa Clara y la creciente de la quebrada La Leona causa cierre total de la vía hacia el municipio de san Joaquin. En el sector del puente Santa Clara, el cierre de la vía impide el tránsito de productos agrícolas y vehículos de transporte de pasajeros"
2022-06-27T00:00:00.000,ATENDIDO,2022-06-27T00:00:00.000,DESLIZAMIENTOS,FUERTES LLUVIAS,CMGRD DE MOGOTES,CAS,MOGOTES,RURAL,VEREDA SAN MIGUEL,1,0,1,0,0,0,0,0,N/A,N/A,N/A,0,0,0,2022-06-27T00:00:00.000,N/A,N/A,"eL CMGRD reporta deslizamiento en la vereda San Miguel  una vivienda afectada en la que se encontraban 2 adultos mayores, los cuales se encuentran ilesos, pérdida de aves de corral, muebles y enceres."
2022-06-28T00:00:00.000,ATENDIDO,2022-06-28T00:00:00.000,DESLIZAMIENTOS,FUERTES LLUVIAS,BOMBEROS DE PARAMO,CAS,PARAMO,RURAL,VIA NACIONAL SAN GIL - CHARALA KM 18,0,0,0,0,1,0,0,0,N/A,N/A,N/A,0,0,0,2022-06-28T00:00:00.000,N/A,N/A,"El comandante de bomberos del municipio de Páramo reporta cierre total de la vía nacional San Gil – Charalá por deslizamientos en los km 15 y 21, se coordina con el INVIAS el traslado de maquinaria amarilla"
2022-06-30T00:00:00.000,ATENDIDO,2022-06-30T00:00:00.000,DESLIZAMIENTOS,FUERTES LLUVIAS,CMGRD DEL HATO,CAS,EL HATO,RURAL,VIA DEPARTAMENTAL ENTRE PALMAR Y EL HATO,0,0,0,0,1,0,0,0,N/A,N/A,N/A,0,0,0,2022-06-30T00:00:00.000,N/A,N/A,"El CMGRD del municipio del Hato  reporta cierre total de la vía que comunica con el municipio del Palmar por deslizamientos y caída de rocas, se coordina traslado de maquinaria amarilla"
2022-07-06T00:00:00.000,ATENDIDO,2022-07-06T00:00:00.000,TORMENTAS ELECTRICAS,FUERTES LLUVIAS,CMGRD EL SOCORRO,CAS,EL SOCORRO,RURAL,"VEREDAS TAMACARA, BARIRI,",0,0,0,0,1,0,0,0,N/A,N/A,N/A,0,0,0,2022-07-06T00:00:00.000,N/A,N/A,"El CMGRD En la tarde de ayer se presentó un fuerte vendaval. Al momento se encuentran activos tres escenarios de riesgo por movimientos en masa: vereda Bosque Rivera, vereda Tamacara vía Socorro - Simacota, y Vereda Bariri. Algunas familias incomunicadas, se realizan los EDAN"
2022-07-11T00:00:00.000,ATENDIDO,2022-07-11T00:00:00.000,DESLIZAMIENTOS,FUERTES LLUVIAS,CMGD VALLE DE SAN JOSE,CAS,VALLE DE SAN JOSE,RURAL,QUEBRADA TABACUTA,0,0,0,1,0,0,0,0,N/A,N/A,N/A,0,0,0,2022-07-11T00:00:00.000,N/A,N/A,"El CMGRD reporta deslizamientos en sectores de la quebrada tabacuta que afecta las redes del acueducto municipal, esto deja al casco urbano del municipio sin el servicio de agua potable, junto a bomberos se suministra agua en bloque y se coordinan las reparaciones"
2022-07-11T00:00:00.000,ATENDIDO,2022-07-11T00:00:00.000,DESLIZAMIENTOS,FUERTES LLUVIAS,CMGRD LANDAZURI,CAS,LANDAZURI,RURAL,VIA NACIONAL TRONCAL DEL CARARE,0,0,0,0,1,0,0,0,N/A,N/A,N/A,0,0,0,2022-07-11T00:00:00.000,N/A,N/A,"El CMGRD reporta cierre de la vía nacional Landázuri - Vélez  por fenómeno de remoción en masa RECURRENTE por falla geológica y las lluvias constantes, atiende el INVIAS, quienes habilitan paso con horarios de restricción."
2022-07-11T00:00:00.000,ATENDIDO,2022-07-11T00:00:00.000,REMOCION EN MASA,DESLIZAMIENTOS,CMGRD PIEDECUESTA,CAS,PIEDECUESTA,RURAL,VIA NACIONAL LOS CUROS - MALAGA,0,0,0,0,1,0,0,0,N/A,N/A,N/A,0,0,0,2022-07-11T00:00:00.000,N/A,N/A,"El CMGRD reporta cierre temporal de la vía nacional Los Curos – Málaga por fenómeno de remoción en masa, el INVIAS atiende con maquinaria amarilla"
2022-07-25T00:00:00.000,ATENDIDO,2022-07-25T00:00:00.000,REMOCION EN MASA,DESLIZAMIENTOS,CMGRD SANTA HELENA DEL OPON,CAS,SANTA HELENA,RURAL,CORREGIMIENTO SAN JUAN BOSCO,100,0,0,0,0,0,0,0,N/A,N/A,N/A,0,0,0,2022-07-25T00:00:00.000,N/A,N/A,"EL CMGRD reporta fenómeno de remoción en masa que cae a la quebrada Galapales, afluente de la quebrada la Verde, Se activó el plan de contingencia y se coordina la evacuación de las familias ubicadas en el corregimiento San Juan Bosco hacia un sitio seguro por estar cerca a la quebrada la Verde, Desde la OGRD se envían ayudas humanitarias (kit de alimentos, kit de cocina y kit de aseo) así mis mismo se envían  carpas y se mantiene comunicación permanente con el CMGRD, se adelantan los EDAN."
2022-07-30T00:00:00.000,ATENDIDO,2022-07-30T00:00:00.000,GRANIZADA,FUERTES LLUVIAS,CMGRD DE MOGOTES,CAS,MOGOTES,RURAL,AREAS URBANA Y RURAL,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,2022-07-30T00:00:00.000,N/A,N/A,"el CMGRD reporta fuertes lluvias y granizada área rural y casco urbano, varios cultivos de café, platano, cítricos, yuca afectados por el granizo, Colapso del alcantarillado en el casco urbano y causa inundaciones en varias viviendas"
